id_dera,cod_mun,nombre,provincia,id_distrito,nombre_distrito,__did__,district_area_m2,district_area_km2,n_poi_total,n_poi_food_drink,n_poi_education,n_poi_health,n_poi_finance,n_poi_public_services,n_poi_culture_leisure,n_poi_parking_mobility,n_poi_utilities,n_poi_waste,n_poi_leisure_access,n_poi_leisure_sport,n_poi_traffic_control,n_poi_enforcement,n_poi_pt_stop,n_poi_pt_station,n_poi_pt_platform,n_poi_pt_entrance,n_poi_shop,n_poi_tourism,n_poi_office_services,n_poi_nature,n_poi_address_point,dist_pt_stop_m,dist_pt_station_m,dist_health_m,dist_education_m,dist_food_m,dist_culture_m,dist_park_access_m,amen_key,area_building_m2,pct_building,n_buildings,area_building_residential_m2,pct_building_residential,area_building_commercial_m2,pct_building_commercial,area_building_public_m2,pct_building_public,area_building_industrial_m2,pct_building_industrial,area_building_other_building_m2,pct_building_other_building,area_activity_m2,pct_activity,area_act_food_drink_m2,pct_act_food_drink,area_act_education_m2,pct_act_education,area_act_health_m2,pct_act_health,area_act_finance_m2,pct_act_finance,area_act_public_services_m2,pct_act_public_services,area_act_culture_leisure_m2,pct_act_culture_leisure,area_act_parking_mobility_m2,pct_act_parking_mobility,area_act_utilities_m2,pct_act_utilities,area_act_tourism_accommodation_m2,pct_act_tourism_accommodation,area_act_tourism_attraction_m2,pct_act_tourism_attraction,area_act_tourism_other_m2,pct_act_tourism_other,area_act_shop_m2,pct_act_shop,area_act_office_m2,pct_act_office,area_act_craft_m2,pct_act_craft,area_act_other_amenity_m2,pct_act_other_amenity,area_urban_landuse_m2,pct_urban_landuse,area_green_landuse_m2,pct_green_landuse,area_special_m2,pct_special,area_landuse_water_m2,pct_landuse_water,area_leisure_m2,pct_leisure,area_water_m2,pct_water,area_urbanized_m2,pct_urbanized,area_infra_m2,pct_infra,area_heritage_m2,pct_heritage,len_road_major,len_road_secondary,len_road_local,len_road_service,len_path_active,len_rail,len_water_linear,len_barrier_line,len_manmade_infra,len_aerialway,len_road_planned,len_road_other,green_to_building,water_to_building,activity_per_building_m2,noise_proxy_len,poi_per_km2,buildings_per_km2,roads_km_per_km2,year,quarter,price_m2,municipio,q_num,period,period_ord,mun_price_mean,price_vs_mun,price_lag_1,price_lag_4,price_next,target_delta,price_trend_4,price_vs_mun_lag_4,price_vs_mun_trend_4,appear_area_act_tourism_accommodation_m2,appear_area_act_tourism_attraction_m2,appear_area_act_tourism_other_m2,appear_area_act_office_m2,appear_area_act_culture_leisure_m2,appear_area_act_shop_m2
11316400000648.0,29007,Alhaurín de la Torre,Málaga,1,Alquería - Torrealquería,1,13990049.4805735,13.990049480573502,25,0,0,0,0,0,0,0,13,0,0,0,1,0,0,0,0,0,0,0,0,0,0,4489.807748079184,6115.596867368577,3910.956784675048,6909.968510581607,3491.440613884374,4722.162952843031,4017.14381008252,0,4905.224501572859,0.0003506223840297,5,0.0,0.0,4905.224501572859,0.0003506223840297,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,215367.1493613396,0.0153943093382476,777311.2462762091,0.0555617224481999,0.0,0.0,0.0,0.0,0.0,0.0,992678.3956375488,0.0709560317864476,220272.37386291247,0.0157449317222774,0.0,0.0,0.0,0.0,0.0,6657.657606990078,16342.810343702517,0.0,14954.71731832493,0.0,5386.984576893192,0.0,0.0,0.0,2843.8192798677296,0.0,158.46598781941552,202.3716539613784,0.0,0.0,1.7869843873472249,0.357396877469445,0.0,2015,Q1,1768.0,alhaurin_de_la_torre,1,2015_Q1,20151.0,1403.4378125,364.56218749999994,2288.162045369086,2207.1560514234047,1600.0,-168.0,177.3731669750154,,-1.3338539554659894,0,0,0,0,0,0
11316400000648.0,29007,Alhaurín de la Torre,Málaga,1,Alquería - Torrealquería,1,13990049.4805735,13.990049480573502,27,0,0,0,0,0,0,0,13,0,0,0,3,0,0,0,0,0,0,0,0,0,0,4489.807748079184,6115.596867368577,3910.956784675048,6909.968510581607,3491.440613884374,4722.162952843031,4017.14381008252,0,4905.224501572859,0.0003506223840297,5,0.0,0.0,4905.224501572859,0.0003506223840297,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,215367.1493613396,0.0153943093382476,777311.2462762091,0.0555617224481999,0.0,0.0,0.0,0.0,0.0,0.0,992678.3956375488,0.0709560317864476,220272.37386291247,0.0157449317222774,0.0,0.0,0.0,0.0,0.0,6656.72761718217,19476.59917782375,0.0,15089.233023247429,0.0,5386.984576893192,0.0,0.0,0.0,2843.8192798677296,0.0,158.46598781941552,202.3716539613784,0.0,0.0,1.9299431383350028,0.357396877469445,0.0,2015,Q2,1600.0,alhaurin_de_la_torre,2,2015_Q2,20152.0,1403.4378125,196.56218749999994,1768.0,2207.1560514234047,1596.33,-3.6700000000000728,177.3731669750154,,-1.3338539554659894,0,0,0,0,0,0
11316400000648.0,29007,Alhaurín de la Torre,Málaga,1,Alquería - Torrealquería,1,13990049.4805735,13.990049480573502,27,0,0,0,0,0,0,0,13,0,0,0,3,0,0,0,0,0,0,0,0,0,0,4489.807748079184,6115.596867368577,3910.956784675048,6909.968510581607,3491.440613884374,4722.162952843031,4017.14381008252,0,4905.224501572859,0.0003506223840297,5,0.0,0.0,4905.224501572859,0.0003506223840297,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,215367.1493613396,0.0153943093382476,777311.2462762091,0.0555617224481999,0.0,0.0,0.0,0.0,0.0,0.0,992678.3956375488,0.0709560317864476,220272.37386291247,0.0157449317222774,0.0,0.0,0.0,0.0,0.0,6656.72761718217,19466.33020105155,0.0,15089.233023247429,0.0,5386.984576893192,0.0,0.0,0.0,2843.8192798677296,0.0,158.46598781941552,202.3716539613784,0.0,0.0,1.9299431383350028,0.357396877469445,0.0,2015,Q3,1596.33,alhaurin_de_la_torre,3,2015_Q3,20153.0,1403.4378125,192.89218749999986,1600.0,2207.1560514234047,1588.0,-8.329999999999927,177.3731669750154,,-1.3338539554659894,0,0,0,0,0,0
11316400000648.0,29007,Alhaurín de la Torre,Málaga,1,Alquería - Torrealquería,1,13990049.4805735,13.990049480573502,27,0,0,0,0,0,0,0,13,0,0,0,3,0,0,0,0,0,0,0,0,0,0,4489.807748079184,6115.596867368577,3910.956784675048,6909.968510581607,3491.440613884374,4722.162952843031,4017.14381008252,0,4905.224501572859,0.0003506223840297,5,0.0,0.0,4905.224501572859,0.0003506223840297,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,215367.1493613396,0.0153943093382476,777311.2462762091,0.0555617224481999,0.0,0.0,0.0,0.0,0.0,0.0,992678.3956375488,0.0709560317864476,220272.37386291247,0.0157449317222774,0.0,0.0,0.0,0.0,0.0,8982.928331604706,17140.12948662901,0.0,15089.233023247429,0.0,5386.984576893192,0.0,0.0,0.0,2843.8192798677296,0.0,158.46598781941552,202.3716539613784,0.0,0.0,1.9299431383350028,0.357396877469445,0.0,2015,Q4,1588.0,alhaurin_de_la_torre,4,2015_Q4,20154.0,1403.4378125,184.56218749999994,1596.33,2207.1560514234047,1499.33,-88.67000000000007,177.3731669750154,,-1.3338539554659894,0,0,0,0,0,0
11316400000648.0,29007,Alhaurín de la Torre,Málaga,1,Alquería - Torrealquería,1,13990049.4805735,13.990049480573502,26,0,0,0,0,0,0,0,13,0,0,0,3,0,0,0,0,0,0,0,0,0,0,4489.807748079184,6115.596867368577,3910.956784675048,6909.968510581607,3491.440613884374,4722.162952843031,4017.14381008252,0,4905.224501572859,0.0003506223840297,5,0.0,0.0,4905.224501572859,0.0003506223840297,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,215367.1493613396,0.0153943093382476,777311.2462762091,0.0555617224481999,0.0,0.0,0.0,0.0,0.0,0.0,992678.3956375488,0.0709560317864476,220272.37386291247,0.0157449317222774,0.0,0.0,0.0,0.0,0.0,8992.583080123335,17140.129486629005,0.0,15266.82431054901,0.0,5386.984576893192,0.0,0.0,0.0,3231.780092106318,0.0,158.46598781941552,202.3716539613784,0.0,0.0,1.8584637628411136,0.357396877469445,0.0,2016,Q1,1499.33,alhaurin_de_la_torre,1,2016_Q1,20161.0,1426.176875,73.15312499999982,1588.0,1768.0,1496.67,-2.6599999999998545,-268.6700000000001,364.56218749999994,-291.4090625000001,0,0,0,0,0,0
11316400000648.0,29007,Alhaurín de la Torre,Málaga,1,Alquería - Torrealquería,1,13990049.4805735,13.990049480573502,26,0,0,0,0,0,0,0,13,0,0,0,3,0,0,0,0,0,0,0,0,0,0,4489.807748079184,6115.596867368577,3910.956784675048,6909.968510581607,3491.440613884374,4722.162952843031,4017.14381008252,0,4905.224501572859,0.0003506223840297,5,0.0,0.0,4905.224501572859,0.0003506223840297,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,215367.1493613396,0.0153943093382476,777311.2462762091,0.0555617224481999,0.0,0.0,0.0,0.0,0.0,0.0,992678.3956375488,0.0709560317864476,220272.37386291247,0.0157449317222774,0.0,0.0,0.0,0.0,0.0,8992.583080123335,17121.032257789622,97.41660444241896,15266.824310549006,0.0,5386.984576893192,0.0,0.0,0.0,3231.780092106318,0.0,158.46598781941552,202.3716539613784,0.0,0.0,1.8584637628411136,0.357396877469445,0.0,2016,Q2,1496.67,alhaurin_de_la_torre,2,2016_Q2,20162.0,1426.176875,70.49312499999996,1499.33,1600.0,1504.0,7.329999999999927,-103.32999999999993,196.56218749999994,-126.06906249999997,0,0,0,0,0,0
11316400000648.0,29007,Alhaurín de la Torre,Málaga,1,Alquería - Torrealquería,1,13990049.4805735,13.990049480573502,26,0,0,0,0,0,0,0,13,0,0,0,3,0,0,0,0,0,0,0,0,0,0,4489.807748079184,6115.596867368577,3910.956784675048,6909.968510581607,3491.440613884374,4722.162952843031,4017.14381008252,0,4905.224501572859,0.0003506223840297,5,0.0,0.0,4905.224501572859,0.0003506223840297,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,215367.1493613396,0.0153943093382476,777311.2462762091,0.0555617224481999,0.0,0.0,0.0,0.0,0.0,0.0,992678.3956375488,0.0709560317864476,220272.37386291247,0.0157449317222774,0.0,0.0,0.0,0.0,0.0,8992.583080128932,17121.03225778962,97.41660444241896,15266.824310549007,0.0,7225.641363405941,0.0,0.0,0.0,3231.780092106318,0.0,158.46598781941552,202.3716539613784,0.0,0.0,1.8584637628411136,0.357396877469445,0.0,2016,Q3,1504.0,alhaurin_de_la_torre,3,2016_Q3,20163.0,1426.176875,77.82312499999989,1496.67,1596.33,1548.33,44.32999999999993,-92.32999999999993,192.89218749999986,-115.06906249999997,0,0,0,0,0,0
11316400000648.0,29007,Alhaurín de la Torre,Málaga,1,Alquería - Torrealquería,1,13990049.4805735,13.990049480573502,26,0,0,0,0,0,0,0,13,0,0,0,3,0,0,0,0,0,0,0,0,0,0,4489.807748079184,6115.596867368577,3910.956784675048,6909.968510581607,3491.440613884374,4722.162952843031,4017.14381008252,0,4905.224501572859,0.0003506223840297,5,0.0,0.0,4905.224501572859,0.0003506223840297,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,215367.1493613396,0.0153943093382476,777311.2462762091,0.0555617224481999,0.0,0.0,0.0,0.0,0.0,0.0,992678.3956375488,0.0709560317864476,220272.37386291247,0.0157449317222774,0.0,0.0,0.0,0.0,0.0,8992.583080128932,17121.032257789622,97.41660444241896,15266.824310549007,0.0,7225.641363405941,0.0,0.0,0.0,3231.780092106318,0.0,158.46598781941552,202.3716539613784,0.0,0.0,1.8584637628411136,0.357396877469445,0.0,2016,Q4,1548.33,alhaurin_de_la_torre,4,2016_Q4,20164.0,1426.176875,122.15312499999982,1504.0,1588.0,1556.0,7.670000000000073,-39.67000000000007,184.56218749999994,-62.40906250000012,0,0,0,0,0,0
11316400000648.0,29007,Alhaurín de la Torre,Málaga,1,Alquería - Torrealquería,1,13990049.4805735,13.990049480573502,26,0,0,0,0,0,0,0,13,0,0,0,3,0,0,0,0,0,0,0,0,0,0,4489.807748079184,6115.596867368577,3910.956784675048,6909.968510581607,3491.440613884374,4722.162952843031,4017.14381008252,0,4905.224501572859,0.0003506223840297,5,0.0,0.0,4905.224501572859,0.0003506223840297,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,215367.1493613396,0.0153943093382476,777311.2462762091,0.0555617224481999,0.0,0.0,0.0,0.0,0.0,0.0,992678.3956375488,0.0709560317864476,220272.37386291247,0.0157449317222774,0.0,0.0,0.0,0.0,0.0,8986.643057403846,17125.25326100045,97.41660444241896,15267.068216344036,0.0,7225.641363405941,0.0,0.0,0.0,3231.780092106318,0.0,158.46598781941552,202.3716539613784,0.0,0.0,1.8584637628411136,0.357396877469445,0.0,2017,Q1,1556.0,alhaurin_de_la_torre,1,2017_Q1,20171.0,1452.8654838709679,103.13451612903214,1548.33,1499.33,1623.5,67.5,56.67000000000007,73.15312499999982,29.981391129032318,0,0,0,0,0,0
11316400000648.0,29007,Alhaurín de la Torre,Málaga,1,Alquería - Torrealquería,1,13990049.4805735,13.990049480573502,26,0,0,0,0,0,0,0,13,0,0,0,3,0,0,0,0,0,0,0,0,0,0,4489.807748079184,6115.596867368577,3910.956784675048,6909.968510581607,3491.440613884374,4722.162952843031,4017.14381008252,0,4905.224501572859,0.0003506223840297,5,0.0,0.0,4905.224501572859,0.0003506223840297,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,215367.1493613396,0.0153943093382476,777311.2462762091,0.0555617224481999,0.0,0.0,0.0,0.0,0.0,0.0,992678.3956375488,0.0709560317864476,220272.37386291247,0.0157449317222774,0.0,0.0,0.0,0.0,0.0,8986.643057403846,17125.253261000453,97.41660444241896,15267.068216344034,0.0,7225.641363405941,0.0,0.0,0.0,3231.7800921063185,0.0,158.46598781941552,202.3716539613784,0.0,0.0,1.8584637628411136,0.357396877469445,0.0,2017,Q3,1623.5,alhaurin_de_la_torre,3,2017_Q3,20173.0,1452.8654838709679,170.63451612903214,1556.0,1496.67,1620.0,-3.5,126.82999999999993,70.49312499999996,100.14139112903217,0,0,0,0,0,0
